"Y" "xVente.xVente.1" "xVente.xVente.2" "xVente.xVente.3" "xVente.xVente.4" "xVente.xVente.5" "xVente.xVente.6" "xVente.xVente.7" "xVente.xVente.8" "xVente.xVente.9" "xVente.xVente.10" "xVente.xVente.11" "xVente.xVente.12" "xVente.xVente.13" "xVente.xVente.14" "xVente.xVente.15" "xVente.xVente.16" "xVente.xVente.17" "xVente.xVente.18" "xVente.xVente.19" "xVente.xVente.20" "xVente.xVente.21" "xVente.xVente.22" "xVente.xVente.23" "xVente.xVente.24" "xVente.xVente.25" "xVente.xVente.26" "xVente.xVente.27" "xVente.xVente.28" "xVente.xVente.29" "xVente.xVente.30" "xVente.xVente.31" "xVente.xVente.32" "xVente.xVente.33" "xVente.xVente.34" "xVente.xVente.35" "xVente.xVente.36" "xVente.xVente.37" "xVente.xVente.38" "xVente.xVente.39" "xVente.xVente.40" "zVente.zVente.1" "zVente.zVente.2" "zVente.zVente.3" "zVente.zVente.4" "zVente.zVente.5" "zVente.zVente.6" "zVente.zVente.7" "zVente.zVente.8" "zVente.zVente.9" "zVente.zVente.10" "zVente.zVente.11" "zVente.zVente.12" "zVente.zVente.13" "zVente.zVente.14" "zVente.zVente.15" "zVente.zVente.16" "zVente.zVente.17" "zVente.zVente.18" "zVente.zVente.19" "zVente.zVente.20" "zVente.zVente.21" "zVente.zVente.22" "zVente.zVente.23" "zVente.zVente.24" "zVente.zVente.25" "zVente.zVente.26" "zVente.zVente.27" "zVente.zVente.28" "zVente.zVente.29" "zVente.zVente.30" "zVente.zVente.31" "zVente.zVente.32" "zVente.zVente.33" "zVente.zVente.34" "zVente.zVente.35" "zVente.zVente.36" "zVente.zVente.37" "zVente.zVente.38" "zVente.zVente.39" "zVente.zVente.40" "xMoteur.xMoteur.1" "xMoteur.xMoteur.2" "xMoteur.xMoteur.3" "xMoteur.xMoteur.4" "xMoteur.xMoteur.5" "xMoteur.xMoteur.6" "xMoteur.xMoteur.7" "xMoteur.xMoteur.8" "xMoteur.xMoteur.9" "xMoteur.xMoteur.10" "zMoteur.zMoteur.1" "zMoteur.zMoteur.2" "zMoteur.zMoteur.3" "zMoteur.zMoteur.4" "zMoteur.zMoteur.5" "zMoteur.zMoteur.6" "zMoteur.zMoteur.7" "zMoteur.zMoteur.8" "zMoteur.zMoteur.9" "zMoteur.zMoteur.10" "xInfo.xInfo.1" "xInfo.xInfo.2" "xInfo.xInfo.3" "xInfo.xInfo.4" "xInfo.xInfo.5" "xInfo.xInfo.6" "xInfo.xInfo.7" "xInfo.xInfo.8" "xInfo.xInfo.9" "xInfo.xInfo.10" "zInfo.zInfo.1" "zInfo.zInfo.2" "zInfo.zInfo.3" "zInfo.zInfo.4" "zInfo.zInfo.5" "zInfo.zInfo.6" "zInfo.zInfo.7" "zInfo.zInfo.8" "zInfo.zInfo.9" "zInfo.zInfo.10" "xRecherche.xRecherche.1" "xRecherche.xRecherche.2" "xRecherche.xRecherche.3" "xRecherche.xRecherche.4" "xRecherche.xRecherche.5" "zRecherche.zRecherche.1" "zRecherche.zRecherche.2" "zRecherche.zRecherche.3" "zRecherche.zRecherche.4" "zRecherche.zRecherche.5" "xForum.xForum.1" "xForum.xForum.2" "xForum.xForum.3" "xForum.xForum.4" "xForum.xForum.5" "xForum.xForum.6" "xForum.xForum.7" "xForum.xForum.8" "xForum.xForum.9" "xForum.xForum.10" "zForum.zForum.1" "zForum.zForum.2" "zForum.zForum.3" "zForum.zForum.4" "zForum.zForum.5" "zForum.zForum.6" "zForum.zForum.7" "zForum.zForum.8" "zForum.zForum.9" "zForum.zForum.10"
"49" 0 9.3 3.7 5.02 4.31 7.26 1.54 1.9 1.05 2.4 3.13 5.52 0.19 2.52 4.81 8.79 3.62 2.71 9.66 0.86 5.39 6.08 10.03 1.93 1.52 5.07 11.03 3.37 10.31 3.22 10.27 1.67 0.74 11.96 3.48 2.33 9.08 7.49 7.35 6.64 0.4 9 3 6 3 7 1 3 1 4 2 6 3 3 5 4 9 1 12 2 10 3 12 1 3 4 11 2 8 5 10 1 2 8 2 1 13 8 4 4 2 24.66 14.6 16.68 9.02 15.08 1.07 4 10.35 9.25 15.73 25 15 18 8 14 2 5 14 11 20 5.6 2.39 6.27 7.09 9.21 3.13 1.23 2.38 2.13 2.38 6 5 9 4 6 1 3 2 4 1 7.49 5.08 0.52 5.39 10.4 5 6 2 6 3 0.68 2.77 0.35 3.07 5.79 2.02 0.66 3.01 0.94 3.37 7 2 9 3 4 1 3 1 3 1
"50" 2 7.45 2.89 2.87 3.69 6.82 2.19 0.99 0.86 0.87 0.09 6.12 1.67 1.32 4.73 6.89 2.66 2.26 6.95 0.62 5.62 2.91 10.8 1.38 0.53 1.17 7.6 0.01 7.74 1.64 8 0.27 3.23 7.13 0.14 2.22 9.88 5.7 4.52 5.06 0.65 11 3 6 5 6 1 3 1 2 1 5 3 3 11 13 7 2 7 2 5 4 11 2 2 2 10 2 7 4 13 3 1 7 6 3 15 7 6 6 1 23.13 13.75 16 9.21 12.83 2.28 3.41 9.58 8.93 15.35 31 19 16 8 18 3 7 7 10 20 5.92 5.26 5.01 6.13 7.61 4 4.07 4.07 2 3.17 4 3 9 3 6 1 3 1 2 1 12.16 0.8 0.01 4.74 11.04 10 3 3 4 6 0.77 4.77 0.18 3.67 5.35 4.88 0.2 2.03 1.55 4.35 3 3 7 4 5 1 3 1 2 1
"51" 2 4.87 1.51 4.02 5.48 6.58 0.15 0.86 0.6 0.8 1.53 4.34 1.58 1.06 5.68 5.58 6.38 0.69 2.45 2.31 3.38 0.2 7.23 3.07 2.41 3.25 8.84 1.08 7.54 2.38 9.97 5.62 0.41 6.26 0.49 0.86 7.53 1.85 3.43 4.64 1.31 13 2 14 4 6 1 4 1 4 3 8 1 4 7 13 5 2 11 1 14 4 10 1 5 4 14 2 9 6 9 2 2 8 4 3 12 6 8 7 1 25.13 17.04 17.99 9.54 16 2.49 7.13 9.98 10.31 18.89 20 12 15 5 13 3 4 13 10 15 7 4.53 4.73 6.66 8.73 2.81 2.52 4.99 3.61 3.59 10 6 7 5 8 1 3 1 6 2 9.59 1.92 0.3 4.87 10.08 9 2 8 3 7 0.17 3.51 2.31 3.19 2.75 4.07 0.61 1.98 1.08 5.89 8 4 5 3 7 1 2 1 1 2
"52" 1 5.89 2.04 5.51 5.48 3.77 0.07 2.89 0.91 3.68 1.81 3.83 0.27 0.23 4.54 8.13 6.47 1.12 7.92 2.12 3.06 3.57 10.86 0.82 0.99 4.76 10 1.21 8.03 2.74 11.5 0.97 2.38 7.12 0.96 3.6 7.12 2.61 5.76 7.03 3.27 11 3 4 4 7 1 1 1 2 1 7 1 3 9 11 4 1 10 4 5 3 6 2 3 4 8 2 6 6 8 1 2 8 4 5 12 5 7 3 1 27.85 14.84 15.49 7.68 15.07 0.19 3.93 8.6 8.99 15.94 34 15 21 8 22 2 7 13 11 13 5.71 3.68 5.94 6.05 8.21 3.36 2.79 3.2 1.53 2.27 8 5 3 3 3 1 4 2 4 1 10.33 0.41 0.55 3.81 9.06 9 3 10 4 9 0.28 3.4 1.52 3.36 5.31 3.17 0.86 1.92 2.08 4.93 10 3 3 8 5 1 3 1 3 1
"53" 2 6.35 3.75 7.12 5.99 3.46 1.42 5.31 0.86 3.95 2.11 4.71 4.98 2.6 4.42 11.96 7.33 0.04 8.36 3.67 5.77 4.74 12.38 0.45 0.49 3.91 11.28 3.11 7.6 5.26 10.15 3.21 2.57 10.69 0.82 5.68 11.03 6.68 5.52 6.69 0.55 10 2 8 7 7 1 2 1 3 1 8 1 2 2 4 8 1 14 3 6 3 9 1 3 2 7 3 6 2 5 2 2 16 2 2 9 4 7 8 1 25.1 14.78 15.55 7.93 12.3 3.57 5.1 9.46 10.28 15.67 29 10 14 5 14 2 5 8 13 20 6.63 5.73 6.28 7.2 8.42 3.25 2.9 1.8 2.6 2.9 7 4 5 7 8 2 2 1 5 1 11.41 1.43 0.86 5.07 12.24 9 3 5 7 7 0.72 2.74 1.17 2.32 7.5 0.31 1.57 2.72 3.7 4 6 6 7 10 7 1 1 1 1 1
"54" 0 7.91 0.77 5.88 3.67 5.6 0.13 3.43 3.01 2.56 2.21 6.49 1.51 0.46 5.52 8.87 5.48 0.05 8.33 0.78 5.3 4.07 9.08 0.76 0.64 2.54 9.76 1.13 8.77 1.79 7.3 0.33 0.45 8.64 1.9 3.4 10.07 4.85 5.22 4.3 1.69 7 3 6 6 6 1 5 1 3 1 9 1 2 6 10 8 3 4 1 8 8 9 1 2 2 10 1 9 3 10 2 2 11 3 7 9 3 5 6 1 26.84 10.86 13.85 8.23 13.69 1.62 3.62 9.65 8.26 15.8 32 16 19 9 12 1 6 10 10 16 6.23 5.64 3.9 6.47 7.6 3.33 3.59 4.7 2.83 3.49 3 3 5 5 4 1 5 1 2 1 9.83 1.84 1.35 2.14 8.51 5 1 5 5 6 0.03 3.79 1.67 4.21 4.48 4.18 0.4 2.27 1.83 4.97 6 2 9 8 7 1 5 1 2 1
"55" 2 7.93 1.25 6.46 2.79 4.59 1.66 1.79 1.13 1.24 0.22 4.69 0.77 1.31 5.18 7.78 7.22 0.15 4.91 1.36 3.66 1.68 9.03 0.99 0.58 2.94 11.31 0.3 8.23 2.62 9.67 0.52 1.36 9.75 3.63 1.85 9.95 5.16 6.57 5.04 0.04 10 3 8 10 6 1 2 1 3 1 4 2 2 4 11 7 1 7 2 12 6 8 1 2 7 10 1 5 1 16 4 2 13 2 2 11 8 6 5 1 28.8 15.4 17.76 8.35 14.15 0.62 2.77 10.86 10.77 15.37 33 16 22 11 14 2 2 10 11 17 5.1 2.76 5 6.94 7.94 5.19 3.61 2.85 2.57 1.91 8 3 4 7 2 1 5 1 3 1 8.09 4.32 2.74 7.05 10.84 6 5 4 4 5 0.41 5.06 0.5 3.64 5.31 3.69 0.77 2.62 0.47 4.99 3 3 8 7 7 1 4 1 3 1
"56" 4 6.95 2.66 4.53 5.28 4.92 0.55 4.83 2.58 3.81 3.09 3.9 0.27 1.54 5.3 10.95 7.37 1.01 8.06 0.72 3.09 1.88 7.81 1.79 0.49 2.55 12.07 0.08 8.62 3.88 7.1 0.09 4.69 6.73 3.88 1.97 8.03 3.73 5.27 7.56 0.22 8 5 7 8 7 1 3 2 3 2 8 1 3 4 6 8 1 8 2 6 4 10 2 5 2 6 2 5 3 8 2 3 6 2 3 15 4 12 2 1 27.26 17.47 17.72 8.66 15.9 2.1 2.39 10 10.33 15.31 27 14 13 9 10 4 6 9 11 18 7.59 4.88 5.36 8.59 9.54 2.66 3.4 3.85 4.49 3.33 6 1 8 5 3 1 5 1 5 1 9.29 1.48 0.74 3.34 7.43 15 2 7 6 3 0.57 4.01 0.55 2.74 4.51 3.76 0.38 2.84 0.47 3.95 8 3 5 6 6 1 1 1 5 1
"57" 3 5.31 4.07 6.31 7.18 4.49 0.85 2.03 1.8 3.34 3.08 4.82 1.11 1.54 6.45 11.27 7.33 1.55 7.43 4.48 2.72 3.17 10.37 0.11 4.76 2.71 11.8 2.51 7.45 2.67 6.75 0.2 0.55 9.16 1.3 3.43 11.93 6.53 5.82 5.77 1.33 7 6 7 7 4 1 3 1 4 2 5 1 3 11 12 9 2 8 1 6 1 10 1 4 3 10 1 8 9 7 1 2 16 1 3 9 7 12 5 1 25.68 14.45 17.05 7.74 13.56 1.56 6.14 9.97 9.89 16.25 26 18 17 10 16 2 3 10 8 15 5.48 3.44 6.69 7.99 9.3 3.46 2.83 3.92 1.06 2.59 10 3 7 4 3 1 3 1 6 2 11.46 1.77 0.28 5.32 12.51 9 3 9 6 3 0.84 4.24 0.26 1.17 6.63 1.99 1.15 1.98 0.6 4.21 7 1 5 8 13 1 2 2 7 1
"58" 1 5.41 3.14 5 5.47 4.8 0.9 4.98 0.58 1.79 0.54 6.5 1.11 1.96 6.42 6.69 4.91 0.06 7.76 1.62 5.07 2.24 11.42 2.14 1.57 0.06 9.31 2.57 8.05 1.57 9.74 0.45 3.57 7.37 0.63 2.12 10.61 5.16 6.12 6.82 2.63 9 3 8 11 8 1 1 1 5 1 7 1 2 2 10 6 4 9 2 7 6 12 1 5 6 11 2 7 4 9 2 2 10 2 3 13 8 9 8 1 25.42 13.82 15.73 8.36 13.36 3.41 4.9 10.19 9.05 15.3 26 14 20 11 15 2 7 14 16 10 6.77 4.4 4.35 6.33 7.98 2.84 2.78 5.32 4.55 4.04 9 3 10 10 6 2 3 1 3 1 8.86 3.38 0.16 5.22 10.92 7 2 7 6 5 0.07 0.64 0.53 3.71 5.72 0.47 0.11 1.82 1.69 3.24 9 1 8 8 7 1 1 1 1 1
"59" 1 6.61 0.65 1.73 2.84 4.69 1.27 2.74 1.39 1.3 0.54 6.36 1.91 1.87 6.15 7.86 4.51 0.55 7.44 1.11 6.44 0.54 10.07 1.48 0.72 1.47 9.22 0.45 6.63 0.9 8.67 0.81 2.68 8.13 1.55 0.44 11.67 7.28 5.15 2.87 2.04 12 4 8 6 7 1 4 1 3 1 2 1 5 6 8 4 2 9 1 8 4 13 1 3 5 12 2 10 3 11 2 3 9 3 5 10 9 4 9 2 27.59 13.43 15.33 8.54 13.66 0.25 4.74 9.06 9.3 16.89 31 17 17 10 16 2 3 11 8 12 6.69 4.36 4.94 5.28 8.19 3.2 2.01 3.52 2.85 3.06 6 4 2 3 10 1 2 1 5 1 7.75 3.55 1.34 3.12 7.9 5 2 5 8 5 0.2 3.34 0.3 3.77 5.36 4.46 0.18 1.81 0.23 3.91 12 5 7 6 9 1 3 1 3 1
"60" 0 6.48 2.72 6.24 2.54 5.07 2.09 0.45 0.99 0.94 0.04 5.64 0.23 0.43 5.53 7.92 4.65 0.45 5.4 2.2 3.55 1.48 10.53 0.05 1.96 2.99 9.01 0.52 4.92 1.15 7.19 0.95 1.35 7.26 1.28 2.96 9.94 4.23 5.1 3.78 1.59 5 2 3 2 5 1 4 1 2 1 9 2 1 7 12 12 2 10 3 6 2 6 1 5 5 9 2 11 3 13 2 1 10 1 7 14 9 9 5 1 25.03 15.76 17.1 8.14 14.58 1.04 6.28 9.07 9.72 16.93 30 17 17 12 17 2 7 11 11 12 5.23 4.98 5.01 5.4 7.47 3.29 1.69 1.82 0.63 2.32 10 1 9 4 7 1 3 1 5 1 8.12 2.11 0.66 4.24 7.05 6 3 8 5 5 0.8 1.92 1.77 1.82 7.52 2.22 1.66 3.45 2.27 3.75 7 1 12 6 8 2 2 1 3 1
"61" 0 6.85 1.92 3.53 7.03 4.83 2.25 2.13 0.63 1.16 1.5 6.89 0.72 1.66 6.22 6.73 5.16 1.58 7.29 0.2 6.08 3.82 12.01 0.03 2.24 3.56 6.79 2.28 8.7 3.81 11.48 0.55 1.93 8.99 0.42 2.43 9.2 5.4 5.02 6.15 0.58 6 3 6 4 7 1 4 2 4 1 5 2 2 5 14 8 1 6 3 5 3 9 1 5 8 10 2 10 3 8 1 3 10 1 4 10 10 6 9 3 25.03 15.59 18.09 9.44 13.8 2.01 5.95 10.57 10.71 17.67 25 19 12 7 16 5 2 15 12 22 5.83 3.88 4.27 5.86 7.74 3.47 2.57 3.79 3.14 3.37 11 2 4 8 7 2 3 1 4 1 7.9 4.17 2.02 5.29 8.99 5 2 6 7 6 1.38 2.96 1.5 3.26 6.12 2.84 1.07 3.02 1.95 3.88 9 2 6 3 5 1 7 2 6 1
"62" 0 6.57 4.62 5.14 6.07 6.4 0.63 3.91 0.11 4.44 1.98 6.06 0.24 2.64 5.7 9.57 6.47 1.87 8.01 2.88 5.15 5.46 8.45 0.61 1.06 3.95 10.08 2.01 10.63 4.41 8.62 2.72 2.33 9.56 3.02 2.85 11.68 6.91 7.24 8.87 0.6 6 4 11 4 9 1 4 1 1 2 5 1 2 6 9 5 2 13 1 6 5 10 2 2 5 14 2 5 2 11 1 3 12 5 2 7 5 6 9 1 29.76 15.78 15.58 7.39 15.17 0.93 1.76 10.53 10.93 13.96 24 15 25 11 15 2 2 7 14 17 6.47 2.38 4.38 7.87 9.82 2.76 1.33 5.1 3.8 3.09 8 2 3 6 8 1 4 1 4 1 9.21 1.18 1.88 3.78 7.06 12 4 5 5 3 1.88 3.38 0.89 1.81 5.65 2.36 1.19 1.5 1.03 4.15 8 5 5 8 8 1 2 1 3 1
"63" 2 8.63 0.82 3.44 4.88 4.74 0.29 0.49 1.31 1.03 0.97 6.1 0.62 2.63 4.23 4.68 1.07 2.14 7.67 1.93 7.09 4.34 12.06 1.49 1.7 2.35 5.7 1.21 9.08 3.1 10.34 2.52 1.29 9.33 1.26 2.74 10.95 8.99 5.66 5.07 0.25 8 1 6 8 7 2 2 1 4 3 8 1 2 6 3 4 1 8 2 6 2 11 2 1 3 11 1 8 4 5 2 3 8 3 8 12 10 7 6 1 23.03 17.08 18.49 7.28 14.01 1.73 6.68 8.83 10.79 16.34 24 24 16 8 14 3 6 14 12 15 6.7 4.56 5.56 8.27 9.2 3.17 3.35 4.51 3.2 3.22 7 4 7 11 7 1 2 1 3 1 8.99 1.21 1.83 2.94 8.52 5 4 5 4 3 0.34 4.24 0.35 2.66 5.78 0.86 0.76 1.75 1.17 4.96 6 5 5 5 4 1 5 1 6 1
"64" 0 11.13 4.46 6.23 6.52 6.37 0.94 4.57 2.55 3.47 2.75 7.33 0.66 4.54 5.99 11.25 7.68 1.49 9.33 2.7 5.76 2.93 11.33 1.17 1.7 6.64 13.34 3.18 8.99 4.19 12.75 2.17 3.81 11.09 2.83 3 10.34 7.79 6.44 8.52 1.57 10 3 10 6 3 1 4 1 5 2 5 1 4 7 13 11 4 9 2 7 2 7 1 1 2 12 1 4 3 8 1 1 7 2 6 11 6 5 7 1 26.43 13.77 15.64 7.54 12.95 0.06 2.84 9.39 10.01 14.88 27 16 21 14 14 1 6 8 8 17 5.15 3.23 6.05 6.65 8.94 3.7 1.71 3.96 0.24 2.09 8 1 3 6 7 1 1 1 3 2 7.73 2.65 1.11 2.68 7.25 10 8 6 5 5 0.44 3.27 1.44 2.68 5.18 1.18 0.47 1.56 1.24 5.25 9 4 7 7 8 1 4 1 2 1
"65" 4 8.3 2.39 3.48 4.44 4.53 0.79 2.61 1.72 3.15 0.94 5.55 0.05 1.87 5.94 9.62 3.93 0.23 6.98 0.42 4.19 2.38 8.38 1.4 3.05 4.09 11.31 2.91 8.17 2.52 10.46 0.96 1.17 8.03 2.32 2.05 9.93 4.74 2.26 6.58 1.27 11 2 10 8 7 2 7 1 3 1 6 2 5 8 10 5 1 8 3 11 5 16 2 3 7 11 2 11 5 9 2 1 13 5 5 10 10 10 7 1 26.95 16.99 18.1 7.68 15.07 0.14 3.2 10.03 11.19 15.3 12 8 7 7 11 1 7 11 10 20 5.46 3.52 5.63 4.31 7.19 4.74 2.93 4.17 1.81 2.79 7 4 9 8 2 1 4 1 5 1 9.71 3.24 2.66 6.42 11.03 7 3 4 7 8 0.79 2.33 1.22 1.14 6.29 1.45 1.52 2.28 1.69 4.29 8 5 5 8 3 1 4 2 6 1
"66" 3 5.54 3.06 6.52 7.35 4.94 1.35 4.33 1.81 1.89 0.54 6.2 2.7 3.09 4.88 8.37 2.9 0.31 8.95 2.99 6.46 2.26 10.52 0.32 3.1 2.46 8.01 0.35 7.03 3.34 9.18 4.02 2.67 9.73 0.68 2.04 8.13 7.29 6.34 9.63 0.9 14 8 12 8 9 1 4 2 3 1 1 1 1 3 8 9 1 9 3 5 2 8 1 4 4 5 3 8 9 11 1 3 12 3 4 11 8 7 12 2 23.91 17.5 18.69 8.97 14.99 5.19 4.08 11.44 10.81 15.32 27 17 17 6 14 2 4 16 14 11 6.39 2.97 5.05 7.98 9.57 2.79 2 3 3.37 2.74 8 5 13 6 5 1 2 1 4 1 9.09 1.75 0.35 4.09 9.13 11 3 6 5 4 0.8 4.7 0.17 3.08 6.32 3.55 1.54 3.9 1.31 4.55 6 4 3 7 5 2 3 1 2 1
"67" 0 3.57 1.17 2.54 5.02 5.42 0.55 1.71 0.66 2.6 1.03 5.72 0.81 2.31 6.34 8.36 6.01 0.74 5.57 1.31 5.22 1.74 9.19 0.63 1.18 4.27 9.2 0.44 8.62 3.41 10.15 0.42 0.64 8.11 1.44 1.63 10.6 4.61 5.46 6.06 1.49 9 2 7 6 6 1 2 1 4 2 2 3 1 5 7 10 1 11 2 5 5 11 1 1 3 13 2 7 4 11 1 1 10 2 5 10 9 9 10 3 25.33 15.69 17.1 8.14 14.55 0.53 3.34 9.56 10.09 15.43 29 16 15 11 12 1 8 10 11 15 6.25 1.62 4.65 5.57 8.27 4.11 1.95 4.4 4.97 3.3 9 3 2 3 4 3 3 2 3 1 8.86 2.08 2.64 5.75 8.53 4 6 11 6 7 1.43 4.48 2.58 1.75 6.17 2.35 1.99 2.8 3.54 5.31 10 1 5 3 10 1 5 2 4 1
"68" 0 3.5 0.23 5.74 4.08 4.57 2.14 1.92 2.53 1.13 0.9 5.44 0.8 0.16 3.71 5.31 2.41 1.25 6.8 0.94 5.28 1.22 8.53 0.57 0.88 1.63 9.93 2.03 7.17 0.85 8.86 1.55 1.21 7.59 0.82 1.59 7.51 3.66 5.53 6.21 0.56 6 6 3 5 7 1 4 1 2 3 3 2 7 7 14 7 1 7 2 11 2 13 2 2 8 8 2 11 5 10 1 2 9 4 3 10 12 5 5 1 23.77 14.99 16.37 8.62 13.65 1.84 5.51 9.98 10.3 16.25 23 15 12 5 11 2 4 17 16 16 6.6 4.23 5.74 6.37 8.25 3.8 3.65 4.6 3.07 2.82 7 1 7 8 5 1 5 2 4 1 9.89 2.79 0.62 3.7 10.67 6 5 8 4 10 0.51 3.82 0.29 3.97 5.08 1.14 0.31 2.4 0.01 4.53 11 2 8 4 3 1 2 1 5 1
"69" 11 10.41 3.58 6.68 5.55 6.52 3.13 1.03 1.71 3.76 2.17 6.88 1.39 3.49 7.78 9.83 8.15 1.22 8.58 1.58 4.26 4.74 11.05 2.17 2.37 6.36 11.94 2.56 9.94 4.81 13.32 1.24 0.17 11.36 4.92 3.34 9.22 5.43 6.03 6.52 2.65 9 3 4 9 3 1 3 1 6 1 2 2 3 6 9 8 1 7 3 9 4 14 1 4 1 12 1 13 6 8 2 1 17 3 3 13 11 4 10 1 26.09 14.39 16.75 7.09 12.53 0.29 3.77 9.59 10.64 14.55 19 17 23 9 16 2 7 12 15 18 5.85 2.81 5.81 5.46 7.74 5.37 2.61 3.53 3.57 2.47 9 1 7 6 10 1 1 1 7 2 9.68 2.13 0.89 5.22 10.28 10 4 3 5 5 1.36 2.8 1.17 0.88 6.81 1.08 1.41 2.67 1.83 3.89 6 2 9 7 5 1 4 1 2 1
"70" 1 5 3.18 4.86 4.87 5.61 2.31 2.61 0.5 1.15 0.79 3.58 1.63 2.04 6.64 10.56 4.6 2.98 6.93 1.27 4.7 0.45 10.91 0.61 1.5 0.3 9.55 0.26 5.79 3.12 9.75 1.56 1.19 9.83 1.32 4.39 10.58 3.49 5.67 2.87 1.96 6 1 8 9 7 2 7 1 3 1 2 1 1 3 7 12 2 15 2 3 6 14 1 1 6 11 1 6 5 8 1 2 10 4 7 15 7 6 10 2 20.89 14.79 18.26 9.66 13.43 2.95 5.09 11.73 10.67 16.06 29 20 15 6 19 2 3 16 8 15 5.79 3.67 5.87 5.42 8.39 4.02 2.2 3.35 1.02 2.28 9 3 9 6 6 1 4 1 4 1 11.17 3.44 0.15 6.37 14.42 8 5 11 6 4 2.43 3.75 0.03 0.96 7.26 0.53 1.58 2.31 1.49 3.3 6 1 10 4 8 1 4 1 4 1
"71" 4 5.06 1.4 4.06 4.45 3.39 0.69 1.91 0.7 1.57 1.05 3.2 0.35 0.39 5.93 5.51 3.59 2.84 6.16 0.5 7.45 1.21 8.64 0.3 2.66 2.1 7.12 0.66 6.54 2.35 7.68 0.19 1.5 8.98 1.06 1.74 8.7 5.31 7.39 6.07 0.57 5 5 7 7 7 1 4 1 3 2 7 1 3 7 6 13 3 7 2 6 8 12 2 5 2 8 1 7 1 7 2 2 10 4 5 13 8 12 5 1 28.21 15.44 16.17 8.03 13.97 2.45 2.95 8.52 8.84 15.15 29 20 10 11 20 2 7 8 14 16 5.88 4.46 5.08 6.04 7.71 4.57 3.32 4.83 2.62 3.04 9 2 3 6 3 2 3 1 2 1 10.05 1.63 2.11 5.32 9.7 12 1 3 6 7 0.69 3.81 1.34 2.19 5.29 4.02 1.34 0.86 2.36 6.11 12 3 8 5 7 1 5 1 3 1
"72" 1 7.26 0.93 5.09 5.25 4.47 1.27 1.26 0.07 3.31 1.14 3.89 1.97 1.96 4.77 8.3 5.65 0.54 8.17 1.98 4.87 2.19 10.9 0.69 0.73 4.97 9.71 0.34 9.06 3.82 9.6 1.56 3.23 9.11 3.03 3.1 8.85 8.77 5.32 6.39 1.06 3 2 4 12 9 1 3 1 1 1 5 2 2 8 10 4 2 7 3 10 2 12 2 2 4 8 1 15 3 7 2 3 15 2 2 11 7 7 5 1 25.68 15.75 15.97 7.24 14.93 2.04 4.03 8.95 9.28 14.71 23 14 15 10 16 4 2 11 8 16 6.13 6.4 5.54 5.47 6.46 4.21 4.28 2.71 2.93 2.98 7 3 5 7 10 1 6 1 4 1 7.91 3.11 1.03 5.22 8.71 4 3 9 8 4 0.59 3.91 2.7 1.89 7.56 2.17 1.87 2.72 4.33 4.65 4 1 3 7 4 2 6 1 2 1
"73" 2 7.21 2.23 1.63 3.43 4.45 1.27 1.45 3.4 1.47 1.69 4.3 1.43 1.61 4.38 6.39 3.12 1.87 9.1 0.34 7.26 1.58 9.29 0.32 0.45 0.24 6.99 0.32 6.57 1.43 5.85 1.35 0.2 8.42 0.51 2.18 8.8 5.89 7.59 4.81 0.74 6 6 4 6 10 1 2 1 4 1 4 1 3 8 6 8 1 9 2 8 5 13 1 1 4 11 2 9 5 5 1 2 15 4 3 13 6 7 6 3 26.47 13.33 16.29 8.32 13.79 0.61 2.48 11.1 10.42 14.81 15 13 15 7 12 1 3 13 16 18 7.19 6.54 5.69 6.98 8.47 2.25 3.34 2.94 2.37 3.3 5 3 10 9 6 1 3 1 6 1 7.1 4.85 1.37 2.65 8.12 8 1 6 7 6 1.35 5.26 1.63 3.21 4.02 3.87 1.66 3.49 1.9 5.58 4 5 4 5 10 1 4 1 3 1
"74" 0 7.98 3.12 5.84 4.35 1.31 0.29 3.8 0.29 2.7 1.57 3.92 1.37 0.78 5.1 7.86 7.24 0.55 8.06 1.37 5.87 1.1 9.49 0.92 0.03 2.4 11.64 1.27 6.17 1.84 9.57 0.59 1.72 9.13 1.56 2.1 9.99 4.83 8.02 4.03 1.35 10 8 8 5 7 2 1 2 3 1 10 3 4 6 8 6 1 15 1 7 4 11 2 4 2 11 1 13 2 12 1 1 11 3 5 9 5 7 8 1 27.17 14.68 17.52 8.46 15.16 0.7 2.85 9.51 8.8 15.76 28 28 10 10 14 2 5 12 16 11 6.64 2.53 4.82 8.13 10.35 2.33 1.45 5.83 2.87 2.93 8 8 7 6 5 1 4 1 3 1 9.62 2.06 2.28 5.24 9.25 9 2 6 5 6 2.26 5.51 1.73 2.14 5.8 1.71 0.86 2.23 0.27 4.51 4 4 7 3 7 1 5 1 2 1
